cache-references,cycles,LLC-loads
176100619.0,4916193522.0,6587390.0
185691299.0,4774708526.0,6854757.0
185056858.0,4760230355.0,6586334.0
175359498.0,4730674855.0,6381319.0
181092999.0,4762641119.0,6535681.0
188648223.0,4783450259.0,7030862.0
184864381.0,4757343916.0,6666882.0
182466751.0,4785890414.0,6543828.0
183519341.0,4761463918.0,6641477.0
174983838.0,4764750699.0,6301085.0
173115959.0,4719425876.0,6203632.0
180424824.0,4750602397.0,6410886.0
181869713.0,4759617744.0,6558309.0
181947016.0,4727464710.0,6551478.0
182215982.0,4782459583.0,6575779.0
175325880.0,4777387523.0,6181656.0
186877626.0,4753629128.0,6555288.0
182823317.0,4765957732.0,6683790.0
188712041.0,4761886995.0,7014610.0
186516767.0,4762704348.0,6869755.0
183802235.0,4755456874.0,6672824.0
191574589.0,4801018035.0,7029130.0
181081815.0,4761225021.0,6515400.0
186129223.0,4780193357.0,6706804.0
176026131.0,4739581470.0,6218836.0
185569023.0,4745359780.0,6849736.0
188578562.0,4758851901.0,6716204.0
187930113.0,4756007086.0,6601173.0
186100375.0,4787224649.0,6723241.0
175037604.0,4730028591.0,6177185.0
184201058.0,4774398073.0,6685420.0
181246801.0,4758917564.0,6707180.0
184600292.0,4731102657.0,6665106.0
188541829.0,4763748419.0,6750714.0
186314394.0,4777654212.0,6868634.0
172001747.0,4762641140.0,6171837.0
186840748.0,4779826934.0,6840319.0
185006750.0,4828415616.0,6669468.0
184216503.0,4782509584.0,6736545.0
186421906.0,4784939684.0,6814333.0
175643561.0,4757394093.0,6380685.0
174848408.0,4760822702.0,6141502.0
182353267.0,4792284844.0,6588157.0
179771014.0,4770321419.0,6466846.0
173006379.0,4750690897.0,5915575.0
176620737.0,4779137111.0,6385033.0
185731697.0,4758015566.0,6699488.0
176495730.0,4771783426.0,6290451.0
183621062.0,4780378388.0,6597107.0
185401943.0,4823924258.0,6605633.0
184842365.0,4783004798.0,6719947.0
187666065.0,4771922391.0,6953607.0
182331215.0,4808872119.0,6543779.0
185956081.0,4800722491.0,6773611.0
182395018.0,4775157344.0,6618438.0
187570772.0,4779532949.0,6836585.0
173148354.0,4750212090.0,6355070.0
187298932.0,4775046500.0,6919413.0
186475029.0,4780280718.0,6828056.0
172603884.0,4734909156.0,6173460.0
183214382.0,4738586188.0,6676930.0
174691776.0,4715400973.0,6035589.0
186625947.0,4759865587.0,6879868.0
180044519.0,4752950948.0,6389838.0
185126675.0,4751284688.0,6372828.0
187413337.0,4797370975.0,6911535.0
174585724.0,4799077175.0,6149245.0
187108873.0,4799192265.0,6746365.0
173469693.0,4739114315.0,6207967.0
185577895.0,4786582735.0,6835704.0
175428867.0,4736786107.0,6348489.0
176354648.0,4749500618.0,6103043.0
182128611.0,4746681636.0,6709816.0
188415011.0,4780177442.0,6904335.0
186859924.0,4782414315.0,6755788.0
177284304.0,4739463645.0,6280054.0
